x,y
17.07,32367
17.08,31881.6
17.09,31257.5
17.1,32800.4
17.11,32956.4
17.12,31482.8
17.13,31604.2
17.14,32193.6
17.15,32731.1
17.16,31569.5
17.17,30633.4
17.18,32297.7
17.19,32627
17.2,32523
17.21,33251.2
17.22,32783.1
17.23,31950.9
17.24,31534.9
17.25,31638.9
17.26,32540.4
17.27,31240.1
17.28,30928.1
17.29,31725.6
17.3,31517.5
17.31,31257.5
17.32,29697.2
17.33,29523.8
17.34,29437.2
17.35,30356
17.36,30234.6
17.37,29939.9
17.38,29558.5
17.39,29887.9
17.4,30113.3
17.41,28223.6
17.42,28674.4
17.43,28483.7
17.44,28188.9
17.45,29645.2
17.46,29402.5
17.47,28761
17.48,29298.5
17.49,29159.8
17.5,29506.5
17.51,29367.8
17.52,29333.1
17.53,29662.5
17.54,29887.9
17.55,28570.3
17.56,28449
17.57,28171.6
17.58,28553
17.59,28865.1
17.6,28622.3
17.61,28535.7
17.62,28899.7
17.63,29038.4
17.64,28951.7
17.65,28587.7
17.66,28535.7
17.67,29298.5
17.68,28483.7
17.69,28830.4
17.7,30581.4
17.71,28414.3
17.72,27876.9
17.73,30078.6
17.74,29558.5
17.75,29107.8
17.76,28865.1
17.77,27928.9
17.78,28258.3
17.79,27894.2
17.8,28188.9
17.81,28934.4
17.82,28327.6
17.83,28951.7
17.84,29731.9
17.85,28379.6
17.86,28743.7
17.87,28986.4
17.88,29107.8
17.89,28362.3
17.9,28743.7
17.91,28986.4
17.92,28830.4
17.93,29142.4
17.94,28449
17.95,28553
17.96,28553
17.97,28431.6
17.98,28553
17.99,28518.3
18,28223.6
18.01,27842.2
18.02,27911.6
18.03,26923.4
18.04,28258.3
18.05,29870.6
18.06,28501
18.07,28535.7
18.08,28674.4
18.09,28084.9
18.1,26628.7
18.11,27651.5
18.12,28154.3
18.13,28188.9
18.14,29107.8
18.15,28761
18.16,28882.4
18.17,28431.6
18.18,27963.6
18.19,28951.7
18.2,29263.8
18.21,29159.8
18.22,28362.3
18.23,29315.8
18.24,28743.7
18.25,28709
18.26,28657
18.27,29003.7
18.28,29419.8
18.29,28795.7
18.3,29055.8
18.31,29298.5
18.32,30043.9
18.33,30286.6
18.34,29575.8
18.35,29211.8
18.36,29367.8
18.37,29125.1
18.38,29610.5
18.39,28795.7
18.4,27980.9
18.41,28622.3
18.42,29263.8
18.43,29662.5
18.44,28691.7
18.45,28362.3
18.46,29177.1
18.47,28397
18.48,28691.7
18.49,29107.8
18.5,28397
18.51,28397
18.52,27356.8
18.53,26923.4
18.54,27270.1
18.55,27443.5
18.56,28310.3
18.57,28501
18.58,27547.5
18.59,26646
18.6,28778.4
18.61,27356.8
18.62,27911.6
18.63,28015.6
18.64,27582.2
18.65,26333.9
18.66,28240.9
18.67,28188.9
18.68,27322.1
18.69,28084.9
18.7,27010.1
18.71,27807.5
18.72,27391.5
18.73,27634.2
18.74,26906
18.75,27807.5
18.76,27183.4
18.77,28015.6
18.78,28084.9
18.79,28726.4
18.8,28171.6
18.81,27131.4
18.82,27564.8
18.83,27651.5
18.84,28050.2
18.85,28587.7
18.86,27530.2
18.87,27495.5
18.88,26992.7
18.89,27304.8
18.9,28674.4
18.91,28865.1
18.92,28154.3
18.93,28223.6
18.94,28449
18.95,28362.3
18.96,28466.3
18.97,28986.4
18.98,29766.5
18.99,28969.1
19,29385.1
19.01,29437.2
19.02,30252
19.03,29818.6
19.04,31673.5
19.05,31569.5
19.06,30910.7
19.07,31708.2
19.08,31777.6
19.09,34100.6
19.1,33545.9
19.11,31916.3
19.12,32401.7
19.13,32575
19.14,33493.9
19.15,30928.1
19.16,32904.4
19.17,33337.8
19.18,32002.9
19.19,32107
19.2,31170.8
19.21,31326.8
19.22,28882.4
19.23,30043.9
19.24,29489.2
19.25,29454.5
19.26,28379.6
19.27,29159.8
19.28,29125.1
19.29,28067.6
19.3,28969.1
19.31,28119.6
19.32,26507.3
19.33,26819.4
19.34,27616.8
19.35,27252.8
19.36,27148.8
19.37,27772.9
19.38,27998.2
19.39,27738.2
19.4,26628.7
19.41,27547.5
19.42,27200.8
19.43,26351.3
19.44,28518.3
19.45,27512.8
19.46,27530.2
19.47,27720.9
19.48,26386
19.49,27252.8
19.5,27027.4
19.51,26403.3
19.52,28275.6
19.53,26264.6
19.54,27703.5
19.55,26611.3
19.56,26247.3
19.57,26854
19.58,28362.3
19.59,27703.5
19.6,25709.8
19.61,25571.1
19.62,26836.7
19.63,27772.9
19.64,27079.4
19.65,26923.4
19.66,27200.8
19.67,26247.3
19.68,26073.9
19.69,26628.7
19.7,27651.5
19.71,26490
19.72,26368.6
19.73,26646
19.74,26264.6
19.75,26212.6
19.76,26732.7
19.77,26923.4
19.78,26004.6
19.79,26576.7
19.8,25657.8
19.81,25865.9
19.82,25605.8
19.83,25796.5
19.84,26073.9
19.85,27460.8
19.86,26177.9
19.87,26299.3
19.88,27096.7
19.89,27079.4
19.9,26906
19.91,26732.7
19.92,26732.7
19.93,25363.1
19.94,26542
19.95,25761.8
19.96,26333.9
19.97,25016.4
19.98,25623.2
19.99,24548.3
20,26836.7
20.01,27564.8
20.02,26316.6
20.03,25796.5
20.04,26403.3
20.05,26004.6
20.06,25484.5
20.07,25727.2
20.08,25761.8
20.09,26004.6
20.1,25744.5
20.11,25155.1
20.12,25467.1
20.13,26143.2
20.14,25363.1
20.15,24877.7
20.16,25761.8
20.17,24825.7
20.18,26594
20.19,25675.2
20.2,26403.3
20.21,25969.9
20.22,25675.2
20.23,25068.4
20.24,27079.4
20.25,25935.2
20.26,24912.4
20.27,25987.2
20.28,25172.4
20.29,27374.1
20.3,25623.2
20.31,26039.2
20.32,26177.9
20.33,25553.8
20.34,26576.7
20.35,25571.1
20.36,25432.5
20.37,25328.4
20.38,25293.8
20.39,25519.1
20.4,25675.2
20.41,26646
20.42,24392.3
20.43,24392.3
20.44,24895
20.45,25952.5
20.46,26680.7
20.47,26680.7
20.48,24721.7
20.49,24808.3
20.5,26039.2
20.51,25016.4
20.52,25623.2
20.53,26073.9
20.54,26663.3
20.55,24877.7
20.56,24999
20.57,26021.9
20.58,25484.5
20.59,25172.4
20.6,24843
20.61,26680.7
20.62,24704.3
20.63,25120.4
20.64,25016.4
20.65,25120.4
20.66,25085.7
20.67,25016.4
20.68,25016.4
20.69,26611.3
20.7,25293.8
20.71,25137.7
20.72,25397.8
20.73,24583
20.74,25744.5
20.75,25189.7
20.76,25519.1
20.77,25432.5
20.78,25415.1
20.79,25761.8
20.8,24253.6
20.81,25623.2
20.82,24981.7
20.83,24045.5
20.84,25640.5
20.85,25536.5
20.86,25345.8
20.87,25987.2
20.88,24964.4
20.89,25137.7
20.9,23837.5
20.91,24357.6
20.92,25120.4
20.93,25241.8
20.94,25380.4
20.95,25051.1
20.96,24808.3
20.97,25380.4
20.98,25761.8
20.99,24704.3
21,25727.2
21.01,25259.1
21.02,24496.3
21.03,24739
21.04,24426.9
21.05,25813.9
21.06,25224.4
21.07,24704.3
21.08,24322.9
21.09,24895
21.1,25224.4
21.11,24964.4
21.12,25779.2
21.13,24340.3
21.14,25328.4
21.15,24721.7
21.16,24808.3
21.17,25571.1
21.18,25553.8
21.19,25120.4
21.2,24687
21.21,24010.9
21.22,24895
21.23,25380.4
21.24,25796.5
21.25,25536.5
21.26,25779.2
21.27,25311.1
21.28,24860.4
21.29,24912.4
21.3,24548.3
21.31,24669.7
21.32,25363.1
21.33,25328.4
21.34,25571.1
21.35,25068.4
21.36,25796.5
21.37,25415.1
21.38,25623.2
21.39,25501.8
21.4,24947
21.41,25189.7
21.42,24583
21.43,24028.2
21.44,25380.4
21.45,24721.7
21.46,25467.1
21.47,24756.3
21.48,23958.9
21.49,26004.6
21.5,25363.1
21.51,25172.4
21.52,24947
21.53,23508.1
21.54,24721.7
21.55,24843
21.56,25207.1
21.57,25259.1
21.58,25848.5
21.59,24322.9
21.6,25293.8
21.61,25276.4
21.62,25484.5
21.63,24236.2
21.64,24132.2
21.65,25311.1
21.66,24565.6
21.67,25501.8
21.68,25363.1
21.69,24877.7
21.7,25155.1
21.71,24981.7
21.72,23456.1
21.73,25432.5
21.74,25675.2
21.75,24305.6
21.76,23785.5
21.77,25519.1
21.78,25103.1
21.79,23993.5
21.8,24132.2
21.81,23976.2
21.82,24080.2
21.83,24531
21.84,24947
21.85,24739
21.86,24548.3
21.87,24947
21.88,25328.4
21.89,24877.7
21.9,24964.4
21.91,24340.3
21.92,25120.4
21.93,25449.8
21.94,24270.9
21.95,24270.9
21.96,25293.8
21.97,23820.2
21.98,24531
21.99,24860.4
22,24426.9
22.01,25449.8
22.02,24513.6
22.03,24340.3
22.04,25519.1
22.05,23941.5
22.06,25640.5
22.07,24860.4
22.08,23820.2
22.09,24097.6
22.1,25328.4
22.11,24739
22.12,24218.9
22.13,24288.3
22.14,23456.1
22.15,24444.3
22.16,24461.6
22.17,24947
22.18,24357.6
22.19,23646.8
22.2,23438.8
22.21,24964.4
22.22,25207.1
22.23,24600.3
22.24,24028.2
22.25,23820.2
22.26,23629.5
22.27,24479
22.28,23161.4
22.29,23750.8
22.3,23716.2
22.31,23074.7
22.32,24218.9
22.33,23993.5
22.34,24548.3
22.35,24340.3
22.36,24704.3
22.37,24201.6
22.38,23508.1
22.39,23421.4
22.4,24322.9
22.41,23196.1
22.42,23022.7
22.43,24704.3
22.44,23698.8
22.45,24322.9
22.46,23438.8
22.47,25016.4
22.48,25259.1
22.49,24444.3
22.5,24270.9
22.51,24843
22.52,25519.1
22.53,24270.9
22.54,23646.8
22.55,23889.5
22.56,24097.6
22.57,24583
22.58,23924.2
22.59,24062.9
22.6,25137.7
22.61,24635
22.62,24583
22.63,24773.7
22.64,24791
22.65,23161.4
22.66,24392.3
22.67,23768.2
22.68,24548.3
22.69,23698.8
22.7,23612.1
22.71,24340.3
22.72,23750.8
22.73,22537.3
22.74,24080.2
22.75,24565.6
22.76,23386.8
22.77,24565.6
22.78,24080.2
22.79,23126.7
22.8,24409.6
22.81,23698.8
22.82,23820.2
22.83,23334.8
22.84,24895
22.85,24218.9
22.86,24010.9
22.87,24132.2
22.88,24964.4
22.89,24097.6
22.9,25519.1
22.91,25709.8
22.92,24929.7
22.93,25068.4
22.94,24981.7
22.95,24652.3
22.96,24062.9
22.97,24149.6
22.98,25224.4
22.99,25016.4
23,24669.7
23.01,24877.7
23.02,24201.6
23.03,24652.3
23.04,25657.8
23.05,26160.6
23.06,25103.1
23.07,25467.1
23.08,25103.1
23.09,25363.1
23.1,25189.7
23.11,25848.5
23.12,25432.5
23.13,24912.4
23.14,25831.2
23.15,26021.9
23.16,26576.7
23.17,26368.6
23.18,25536.5
23.19,25363.1
23.2,25796.5
23.21,25588.5
23.22,24253.6
23.23,23924.2
23.24,25155.1
23.25,24166.9
23.26,25900.5
23.27,24981.7
23.28,24184.2
23.29,23854.8
23.3,24132.2
23.31,23022.7
23.32,24531
23.33,24097.6
23.34,23456.1
23.35,22936
23.36,23161.4
23.37,22606.6
23.38,23958.9
23.39,25328.4
23.4,24860.4
23.41,23022.7
23.42,23282.7
23.43,24635
23.44,23820.2
23.45,23334.8
23.46,23126.7
23.47,23005.4
23.48,24479
23.49,24166.9
23.5,23924.2
23.51,24218.9
23.52,23664.1
23.53,23594.8
23.54,23300.1
23.55,24409.6
23.56,23889.5
23.57,22433.3
23.58,24114.9
23.59,23785.5
23.6,23473.4
23.61,23438.8
23.62,23196.1
23.63,22641.3
23.64,23438.8
23.65,22953.4
23.66,23386.8
23.67,23213.4
23.68,23282.7
23.69,24322.9
23.7,23421.4
23.71,24149.6
23.72,22762.7
23.73,22693.3
23.74,23612.1
23.75,23837.5
23.76,23594.8
23.77,23560.1
23.78,23820.2
23.79,23196.1
23.8,23109.4
23.81,23178.7
23.82,24062.9
23.83,23490.8
23.84,22225.2
23.85,23906.9
23.86,23802.8
23.87,23421.4
23.88,23334.8
23.89,24028.2
23.9,23178.7
23.91,23213.4
23.92,22641.3
23.93,22936
23.94,23248.1
23.95,24236.2
23.96,23022.7
23.97,22519.9
23.98,23248.1
23.99,22606.6
24,22901.3
24.01,22866.7
24.02,23508.1
24.03,23525.5
24.04,22936
24.05,22884
24.06,22884
24.07,22745.3
24.08,23456.1
24.09,22259.9
24.1,22970.7
24.11,21965.2
24.12,21705.1
24.13,22641.3
24.14,22901.3
24.15,22311.9
24.16,22086.5
24.17,23490.8
24.18,22606.6
24.19,21670.5
24.2,22641.3
24.21,21722.5
24.22,22797.3
24.23,22710.6
24.24,23092
24.25,22294.6
24.26,23993.5
24.27,21826.5
24.28,22762.7
24.29,22242.6
24.3,23126.7
24.31,21913.2
24.32,22624
24.33,21670.5
24.34,22762.7
24.35,22415.9
24.36,21757.1
24.37,21982.5
24.38,21635.8
24.39,23612.1
24.4,23352.1
24.41,22728
24.42,22589.3
24.43,22988
24.44,23213.4
24.45,22849.3
24.46,23352.1
24.47,22797.3
24.48,22970.7
24.49,22832
24.5,22884
24.51,23508.1
24.52,23664.1
24.53,23542.8
24.54,25103.1
24.55,23508.1
24.56,24444.3
24.57,24929.7
24.58,25553.8
24.59,24617.6
24.6,24895
24.61,24426.9
24.62,25935.2
24.63,25137.7
24.64,24825.7
24.65,25137.7
24.66,24288.3
24.67,25449.8
24.68,23196.1
24.69,23906.9
24.7,25328.4
24.71,24305.6
24.72,24097.6
24.73,23161.4
24.74,24929.7
24.75,24513.6
24.76,24617.6
24.77,25051.1
24.78,23889.5
24.79,24218.9
24.8,24704.3
24.81,23612.1
24.82,23958.9
24.83,23750.8
24.84,23404.1
24.85,23161.4
24.86,24201.6
24.87,23837.5
24.88,23386.8
24.89,24114.9
24.9,24236.2
24.91,24288.3
24.92,24600.3
24.93,24270.9
24.94,24981.7
24.95,24548.3
24.96,23456.1
24.97,23074.7
24.98,24270.9
24.99,24409.6
25,24132.2
25.01,23837.5
25.02,23369.4
25.03,22745.3
25.04,22693.3
25.05,23300.1
25.06,23040
25.07,23144.1
25.08,22277.2
25.09,21289.1
25.1,22433.3
25.11,22121.2
25.12,21289.1
25.13,20855.7
25.14,21150.4
25.15,21271.7
25.16,22034.5
25.17,21843.8
25.18,21202.4
25.19,21445.1
25.2,21653.1
25.21,20907.7
25.22,20266.2
25.23,21081
25.24,20734.3
25.25,21150.4
25.26,20612.9
25.27,21202.4
25.28,20890.3
25.29,21219.7
25.3,20751.6
25.31,20786.3
25.32,21063.7
25.33,21514.4
25.34,21497.1
25.35,20491.6
25.36,19746.1
25.37,20699.6
25.38,20456.9
25.39,21011.7
25.4,20838.3
25.41,20612.9
25.42,21219.7
25.43,21323.7
25.44,21202.4
25.45,20110.2
25.46,20994.3
25.47,19884.8
25.48,20404.9
25.49,20959.7
25.5,19468.7
25.51,19347.4
25.52,21167.7
25.53,20977
25.54,20907.7
25.55,19451.4
25.56,20838.3
25.57,20890.3
25.58,19988.8
25.59,20023.5
25.6,20543.6
25.61,20491.6
25.62,19572.8
25.63,19815.5
25.64,20266.2
25.65,20387.6
25.66,20266.2
25.67,20092.9
25.68,21254.4
25.69,21133
25.7,20647.6
25.71,22207.9
25.72,20907.7
25.73,20543.6
25.74,19434.1
25.75,19884.8
25.76,19208.7
25.77,19763.5
25.78,19607.4
25.79,18445.9
25.8,19902.2
25.81,20682.3
25.82,19902.2
25.83,20248.9
25.84,20162.2
25.85,19347.4
25.86,20196.9
25.87,19798.1
25.88,20023.5
25.89,19815.5
25.9,20092.9
25.91,20456.9
